Date;Open;High;Low;Close;Volume;Market_Cap
2025-02-10;96548.57865379585;96548.57865379585;96548.57865379585;96548.57865379585;25457107581.051964;1913068773356.083
2025-02-11;97399.98161383197;97399.98161383197;97399.98161383197;97399.98161383197;37054987393.57789;1930742951090.367
2025-02-12;95739.97737079239;95739.97737079239;95739.97737079239;95739.97737079239;36454577154.5622;1898788887978.3252
2025-02-13;97836.18856127483;97836.18856127483;97836.18856127483;97836.18856127483;47115618235.19051;1936842454813.9983
2025-02-14;96561.6639990985;96561.6639990985;96561.6639990985;96561.6639990985;29084371910.690556;1914315097486.3862
2025-02-15;97488.48148536457;97488.48148536457;97488.48148536457;97488.48148536457;32289906944.92862;1931656846871.4856
2025-02-16;97569.95169430465;97569.95169430465;97569.95169430465;97569.95169430465;14215311318.346336;1934308378710.2861
2025-02-17;96149.3484548204;96149.3484548204;96149.3484548204;96149.3484548204;13634794998.739267;1905012222220.3691
2025-02-18;95776.15723852723;95776.15723852723;95776.15723852723;95776.15723852723;25324374113.08163;1898997753781.9536
2025-02-19;95495.89153299287;95495.89153299287;95495.89153299287;95495.89153299287;38311133144.729355;1892702154844.508
2025-02-20;96554.87156259285;96554.87156259285;96554.87156259285;96554.87156259285;27703222487.389572;1914337919659.5537
2025-02-21;98384.31738240314;98384.31738240314;98384.31738240314;98384.31738240314;24175261969.81266;1950376106325.3228
2025-02-22;96135.15541305285;96135.15541305285;96135.15541305285;96135.15541305285;42477472950.92155;1906058197506.3809
2025-02-23;96564.15414290235;96564.15414290235;96564.15414290235;96564.15414290235;18464415570.762142;1915260330870.798
2025-02-24;96327.46309127835;96327.46309127835;96327.46309127835;96327.46309127835;16643044374.983364;1909625674815.4763
2025-02-25;91396.76686930266;91396.76686930266;91396.76686930266;91396.76686930266;45539703844.38777;1814176779160.4363
2025-02-26;88755.7693356979;88755.7693356979;88755.7693356979;88755.7693356979;96742453402.56294;1759750360550.3337
2025-02-27;83900.11496524839;83900.11496524839;83900.11496524839;83900.11496524839;69277430795.68657;1664314955447.7466
2025-02-28;84709.14477847965;84709.14477847965;84709.14477847965;84709.14477847965;81960688217.70384;1679555320077.2097
2025-03-01;84441.9012237131;84441.9012237131;84441.9012237131;84441.9012237131;80695237175.07367;1674754437110.342
2025-03-02;86005.25629681018;86005.25629681018;86005.25629681018;86005.25629681018;30634474722.6359;1705564098300.8237
2025-03-03;94261.53286538439;94261.53286538439;94261.53286538439;94261.53286538439;61859112550.80991;1868321705444.4878
2025-03-04;86124.71418722175;86124.71418722175;86124.71418722175;86124.71418722175;68715362745.4567;1708198960874.3418
2025-03-05;87310.80531078295;87310.80531078295;87310.80531078295;87310.80531078295;65863356680.42408;1731441668069.6523
2025-03-06;90604.08098523637;90604.08098523637;90604.08098523637;90604.08098523637;51606642859.81411;1797706868227.531
2025-03-07;90001.40087607042;90001.40087607042;90001.40087607042;90001.40087607042;47555759124.64708;1782785866811.654
2025-03-08;86773.33597555371;86773.33597555371;86773.33597555371;86773.33597555371;63216440874.73251;1720436931689.2776
2025-03-09;86142.9833586432;86142.9833586432;86142.9833586432;86142.9833586432;18809360803.37126;1708605516770.228
2025-03-10;80751.13893300897;80751.13893300897;80751.13893300897;80751.13893300897;32013406240.51754;1602073794580.0344
2025-03-11;78783.94057934263;78783.94057934263;78783.94057934263;78783.94057934263;49983692766.22745;1563547150147.7332
2025-03-12;82799.1080292053;82799.1080292053;82799.1080292053;82799.1080292053;56404462275.083046;1642997419531.6057
2025-03-13;83884.24578828987;83884.24578828987;83884.24578828987;83884.24578828987;41782186208.59073;1662502658717.542
2025-03-14;81098.90052436228;81098.90052436228;81098.90052436228;81098.90052436228;32583592654.882656;1608477373718.186
2025-03-15;83971.70916064628;83971.70916064628;83971.70916064628;83971.70916064628;28571483950.074646;1665725559905.8198
2025-03-16;84391.69087647168;84391.69087647168;84391.69087647168;84391.69087647168;10761796127.312485;1674173293916.4658
2025-03-17;82610.61750343916;82610.61750343916;82610.61750343916;82610.61750343916;21638031633.118767;1638672153483.722
2025-03-18;84075.36559694471;84075.36559694471;84075.36559694471;84075.36559694471;19659366246.596867;1667799227887.438
2025-03-19;82780.03048688271;82780.03048688271;82780.03048688271;82780.03048688271;24557570268.85276;1642578274105.806
2025-03-20;86815.44109470697;86815.44109470697;86815.44109470697;86815.44109470697;33871216993.304657;1721565138141.278
2025-03-21;84270.84358966233;84270.84358966233;84270.84358966233;84270.84358966233;27579127651.06656;1672550706502.8184
2025-03-22;84009.532917822;84009.532917822;84009.532917822;84009.532917822;18091004975.919056;1666749159154.2927
2025-03-23;83793.30854192551;83793.30854192551;83793.30854192551;83793.30854192551;7771134681.982918;1662574363663.653
2025-03-24;85787.70914901773;85787.70914901773;85787.70914901773;85787.70914901773;12617587530.619724;1702009594329.4495
2025-03-25;87327.72969669085;87327.72969669085;87327.72969669085;87327.72969669085;27270889835.1835;1732715331970.134
2025-03-26;87520.58391530563;87520.58391530563;87520.58391530563;87520.58391530563;30351832942.705593;1735368473904.4885
2025-03-27;86960.8555491039;86960.8555491039;86960.8555491039;86960.8555491039;25522877558.700558;1724854479045.6724
2025-03-28;87227.27158032371;87227.27158032371;87227.27158032371;87227.27158032371;24620445368.489468;1729729987159.4822
2025-03-29;84359.46915506005;84359.46915506005;84359.46915506005;84359.46915506005;31674486232.097313;1673182800974.1038
2025-03-30;82679.17255385047;82679.17255385047;82679.17255385047;82679.17255385047;16837439419.924389;1640665503855.1438
2025-03-31;82356.38111183756;82356.38111183756;82356.38111183756;82356.38111183756;13428975108.070734;1633996304187.2593
2025-04-01;82514.09365397849;82514.09365397849;82514.09365397849;82514.09365397849;30326148749.91535;1635076581047.3545
2025-04-02;85237.5876052852;85237.5876052852;85237.5876052852;85237.5876052852;29172899851.734768;1690602036035.04
2025-04-03;82526.4221526433;82526.4221526433;82526.4221526433;82526.4221526433;46332905657.77597;1637358764747.381
2025-04-04;83163.98757387721;83163.98757387721;83163.98757387721;83163.98757387721;36594464539.14662;1652537223074.958
2025-04-05;83852.00765399594;83852.00765399594;83852.00765399594;83852.00765399594;35647289400.47406;1664234880198.049
2025-04-06;83595.88550177493;83595.88550177493;83595.88550177493;83595.88550177493;14910400035.531416;1656020067997.187
2025-04-07;78211.48358199988;78211.48358199988;78211.48358199988;78211.48358199988;36140377231.68329;1555325260787.2627
2025-04-08;79179.29226757778;79179.29226757778;79179.29226757778;79179.29226757778;82909748172.59216;1581407565278.352
2025-04-09;76329.090356324;76329.090356324;76329.090356324;76329.090356324;47812787635.22632;1515042499757.3254
2025-04-10;82622.17029546302;82622.17029546302;82622.17029546302;82622.17029546302;87408220482.11568;1640567909122.172
2025-04-11;79596.35732250768;79596.35732250768;79596.35732250768;79596.35732250768;41213520154.25157;1580023209138.0547
2025-04-12;83439.28818043756;83439.28818043756;83439.28818043756;83439.28818043756;39813566443.76779;1655868880454.1702
2025-04-13;85305.09728392666;85305.09728392666;85305.09728392666;85305.09728392666;22428929482.069122;1693600655371.0874
2025-04-14;83600.82010054543;83600.82010054543;83600.82010054543;83600.82010054543;28731125717.934357;1658923208081.8682
2025-04-15;84523.4524914945;84523.4524914945;84523.4524914945;84523.4524914945;33155578229.343513;1677843510120.269
2025-04-16;83656.49248858042;83656.49248858042;83656.49248858042;83656.49248858042;25084671427.622566;1660749023283.0562
2025-04-17;84105.77942167096;84105.77942167096;84105.77942167096;84105.77942167096;26948109141.803364;1670497569762.047
2025-04-18;84930.90857600998;84930.90857600998;84930.90857600998;84930.90857600998;19323821375.14309;1686226810049.1836
2025-04-19;84433.75017215389;84433.75017215389;84433.75017215389;84433.75017215389;9550691272.782005;1676373197914.5117
2025-04-20;85126.66244301842;85126.66244301842;85126.66244301842;85126.66244301842;12635983530.804455;1690090596771.3958
2025-04-21;85073.16544858096;85073.16544858096;85073.16544858096;85073.16544858096;12625843856.313684;1689008667806.3804
2025-04-22;87452.04699068287;87452.04699068287;87452.04699068287;87452.04699068287;40070025414.28289;1735703747771.06
2025-04-23;93576.16588573981;93576.16588573981;93576.16588573981;93576.16588573981;53841992235.36636;1858587811717.8286
2025-04-24;93605.45230873208;93605.45230873208;93605.45230873208;93605.45230873208;39901515879.65954;1858660302322.256
2025-04-25;93872.81422867288;93872.81422867288;93872.81422867288;93872.81422867288;30031246761.093452;1864298110563.3408
2025-04-26;94773.11200643536;94773.11200643536;94773.11200643536;94773.11200643536;39336184715.04292;1882121595175.8462
2025-04-27;94644.06637120107;94644.06637120107;94644.06637120107;94644.06637120107;15445392739.787264;1879131951239.1846
2025-04-28;93809.33781968223;93809.33781968223;93809.33781968223;93809.33781968223;15926259371.057959;1862772247122.064
2025-04-29;95030.60645474444;95030.60645474444;95030.60645474444;95030.60645474444;31913814736.53902;1887067388174.3481
2025-04-30;94256.35946318062;94256.35946318062;94256.35946318062;94256.35946318062;25882629766.278946;1870818389258.4038
2025-05-01;94235.75331048167;94235.75331048167;94235.75331048167;94235.75331048167;26541700309.366146;1871350362569.0933
2025-05-02;96426.94522273027;96426.94522273027;96426.94522273027;96426.94522273027;30207566405.468834;1914884389769.3945
2025-05-03;96855.5681343944;96855.5681343944;96855.5681343944;96855.5681343944;23276376191.483967;1923251765866.1472
2025-05-04;95922.86842404422;95922.86842404422;95922.86842404422;95922.86842404422;13797554863.642815;1904894886394.57
2025-05-05;94326.62048529249;94326.62048529249;94326.62048529249;94326.62048529249;14903122945.616686;1872812442453.0322
2025-05-06;94758.8237105546;94758.8237105546;94758.8237105546;94758.8237105546;24086456278.203846;1882511286487.958
2025-05-07;96854.53198815876;96854.53198815876;96854.53198815876;96854.53198815876;23348052607.071873;1923643840814.599
2025-05-08;97026.49376966801;97026.49376966801;97026.49376966801;97026.49376966801;64376174032.08048;1927134557858.269
2025-05-09;103076.27555512934;103076.27555512934;103076.27555512934;103076.27555512934;50020047720.65604;2047883753852.6929
2025-05-10;102962.54045692299;102962.54045692299;102962.54045692299;102962.54045692299;40800894903.23446;2045046445523.5242
2025-05-11;104630.8792994166;104630.8792994166;104630.8792994166;104630.8792994166;21558992540.042442;2077132539531.3464
2025-05-12;103994.061616746;103994.061616746;103994.061616746;103994.061616746;27389436049.454792;2065659960471.3655
2025-05-13;102876.8304286011;102876.8304286011;102876.8304286011;102876.8304286011;43090605819.36596;2044347271866.1707
2025-05-14;104184.49039270742;104184.49039270742;104184.49039270742;104184.49039270742;33861432519.50822;2069356072124.024
2025-05-15;103594.42575090709;103594.42575090709;103594.42575090709;103594.42575090709;28398245846.798244;2057798367292.5637
2025-05-16;103708.85136423641;103708.85136423641;103708.85136423641;103708.85136423641;31823340473.339912;2060142559914.034
2025-05-17;103556.03493982446;103556.03493982446;103556.03493982446;103556.03493982446;25887953182.14765;2057725640290.0767
2025-05-18;103212.36483885496;103212.36483885496;103212.36483885496;103212.36483885496;18950056010.479057;2050318521477.805
2025-05-19;106030.6376831359;106030.6376831359;106030.6376831359;106030.6376831359;30744060179.802963;2104889720872.8306
2025-05-20;105629.41580436694;105629.41580436694;105629.41580436694;105629.41580436694;43339734153.75087;2098485415895.0496
2025-05-21;106786.71995834043;106786.71995834043;106786.71995834043;106786.71995834043;36393687094.25122;2121778617273.821
2025-05-22;109665.86371625263;109665.86371625263;109665.86371625263;109665.86371625263;60722883113.84;2178838967665.505
2025-05-23;111560.356938144;111560.356938144;111560.356938144;111560.356938144;52218408239.45193;2214712145787.249
2025-05-24;107216.66856870624;107216.66856870624;107216.66856870624;107216.66856870624;49251745837.96465;2131595896624.4407
2025-05-25;107831.36374380375;107831.36374380375;107831.36374380375;107831.36374380375;27128230116.517162;2142540077685.2197
2025-05-26;108861.81037744327;108861.81037744327;108861.81037744327;108861.81037744327;29652659665.048733;2163072841533.6133
2025-05-27;109377.71513263129;109377.71513263129;109377.71513263129;109377.71513263129;27950577137.918888;2173059855839.4187
2025-05-28;109068.45694901445;109068.45694901445;109068.45694901445;109068.45694901445;38978783508.88622;2167551887130.0073
2025-05-29;107838.18431100152;107838.18431100152;107838.18431100152;107838.18431100152;29794278037.284946;2143342706888.307
2025-05-30;105745.41660358038;105745.41660358038;105745.41660358038;105745.41660358038;38279231892.56757;2101348752694.3137
2025-05-31;104010.91956242644;104010.91956242644;104010.91956242644;104010.91956242644;39680060337.610214;2066830946978.0637
2025-06-01;104687.50742934884;104687.50742934884;104687.50742934884;104687.50742934884;20432694555.09522;2080467809295.7695
2025-06-02;105710.00593822816;105710.00593822816;105710.00593822816;105710.00593822816;17721500507.53389;2101178071590.9749
2025-06-03;105884.74263221149;105884.74263221149;105884.74263221149;105884.74263221149;26313843058.73954;2104229403094.936
2025-06-04;105434.47745144971;105434.47745144971;105434.47745144971;105434.47745144971;25925661121.080395;2095294001281.4797
2025-06-05;104812.9182188067;104812.9182188067;104812.9182188067;104812.9182188067;25812143562.797962;2083148839111.2068
2025-06-06;101650.7387545425;101650.7387545425;101650.7387545425;101650.7387545425;39711941132.0234;2020294099992.3677
2025-06-07;104409.74967959142;104409.74967959142;104409.74967959142;104409.74967959142;29897390978.090103;2075175500201.4253
2025-06-08;105681.4546141758;105681.4546141758;105681.4546141758;105681.4546141758;17749731308.73042;2100553336902.5076
2025-06-09;105692.24740699006;105692.24740699006;105692.24740699006;105692.24740699006;16044679696.270103;2100654769399.4705
2025-06-10;110261.57485948496;110261.57485948496;110261.57485948496;110261.57485948496;38222993297.50514;2191877481230.9468
2025-06-11;110212.73252109604;110212.73252109604;110212.73252109604;110212.73252109604;36303839182.734825;2189350055406.3333
2025-06-12;108679.9760916168;108679.9760916168;108679.9760916168;108679.9760916168;30338936631.626648;2159529375273.4956
2025-06-13;105979.22902375912;105979.22902375912;105979.22902375912;105979.22902375912;35865159511.38857;2107911943768.2988
2025-06-14;106045.56440819203;106045.56440819203;106045.56440819203;106045.56440819203;49471015505.74361;2107973087547.7922
2025-06-15;105482.90611628917;105482.90611628917;105482.90611628917;105482.90611628917;17916412455.866283;2097486541223.27
2025-06-16;105554.49383061715;105554.49383061715;105554.49383061715;105554.49383061715;16568441852.649668;2098499110552.6216
2025-06-17;106951.2720181497;106951.2720181497;106951.2720181497;106951.2720181497;32095957011.724205;2127895470544.7178
2025-06-18;104683.42479835715;104683.42479835715;104683.42479835715;104683.42479835715;38603212010.889435;2080968120976.949
2025-06-19;104722.695052907;104722.695052907;104722.695052907;104722.695052907;30339326410.154945;2081677732261.6853
2025-06-20;104690.65002458123;104690.65002458123;104690.65002458123;104690.65002458123;18063282658.152298;2081355279873.408
2025-06-21;103290.105144757;103290.105144757;103290.105144757;103290.105144757;30632751225.407444;2054120245608.2085
2025-06-22;101532.5683847329;101532.5683847329;101532.5683847329;101532.5683847329;21644463198.719532;2017415966695.5278
2025-06-23;100852.58264648831;100852.58264648831;100852.58264648831;100852.58264648831;51287142390.02526;2005179769771.7349
2025-06-24;105511.62437933135;105511.62437933135;105511.62437933135;105511.62437933135;50011797128.6837;2097741233586.5918
2025-06-25;105976.06929808448;105976.06929808448;105976.06929808448;105976.06929808448;31704641076.941063;2107110352429.8032
2025-06-26;107238.53045016268;107238.53045016268;107238.53045016268;107238.53045016268;30468274982.034847;2132141147369.0017
2025-06-27;106984.01253775663;106984.01253775663;106984.01253775663;106984.01253775663;24320699663.15122;2127292099754.93
2025-06-28;107078.91560644074;107078.91560644074;107078.91560644074;107078.91560644074;25194306261.888832;2129020567385.9595
2025-06-29;107331.58548463577;107331.58548463577;107331.58548463577;107331.58548463577;8960877693.57604;2134239999929.6584
2025-06-30;108396.61631317894;108396.61631317894;108396.61631317894;108396.61631317894;14881078675.366829;2155183166489.813
2025-07-01;107132.79910701896;107132.79910701896;107132.79910701896;107132.79910701896;22489515582.41552;2130471589191.581
2025-07-02;105613.39974163055;105613.39974163055;105613.39974163055;105613.39974163055;25033160828.30909;2100087563077.9324
2025-07-03;108824.44423167943;108824.44423167943;108824.44423167943;108824.44423167943;36395184773.06136;2163835371770.0977
2025-07-04;109602.20483914016;109602.20483914016;109602.20483914016;109602.20483914016;29892049537.628605;2179664531219.9346
2025-07-05;108040.8919400104;108040.8919400104;108040.8919400104;108040.8919400104;24248906784.57383;2148601712907.3433
2025-07-06;108217.46849992426;108217.46849992426;108217.46849992426;108217.46849992426;10042942280.966904;2152344091389.654
2025-07-07;109215.19771840284;109215.19771840284;109215.19771840284;109215.19771840284;14638669497.351297;2171497503296.0474
2025-07-08;108300.71675785031;108300.71675785031;108300.71675785031;108300.71675785031;25493246475.80407;2153777588647.4504
2025-07-09;108953.19187727802;108953.19187727802;108953.19187727802;108953.19187727802;20488865138.27645;2167049398056.7417
2025-07-10;111327.53054245669;111327.53054245669;111327.53054245669;111327.53054245669;37078460440.66385;2215210888568.426
2025-07-11;115879.65030112496;115879.65030112496;115879.65030112496;115879.65030112496;56204086624.04028;2303292356999.7437
2025-07-12;117571.02510036016;117571.02510036016;117571.02510036016;117571.02510036016;64185145923.88688;2338612196961.7437
2025-07-13;117418.95745007684;117418.95745007684;117418.95745007684;117418.95745007684;24351256098.393543;2335485977830.673
2025-07-14;119117.55666327637;119117.55666327637;119117.55666327637;119117.55666327637;27310851454.97692;2369050366835.5605
2025-07-15;119833.67446712355;119833.67446712355;119833.67446712355;119833.67446712355;68915956378.80447;2383825813673.847
2025-07-16;117678.19493404306;117678.19493404306;117678.19493404306;117678.19493404306;80299520980.2335;2341223394839.9204
2025-07-17;118748.1627367753;118748.1627367753;118748.1627367753;118748.1627367753;50374263848.76278;2363194640209.576
2025-07-18;119445.36520434043;119445.36520434043;119445.36520434043;119445.36520434043;49282617205.72662;2376237382764.3013
2025-07-19;117988.94664455787;117988.94664455787;117988.94664455787;117988.94664455787;58896449260.69391;2347165317624.536
2025-07-20;117901.62655900871;117901.62655900871;117901.62655900871;117901.62655900871;23934511126.349533;2345398337785.541
2025-07-21;117256.9208222684;117256.9208222684;117256.9208222684;117256.9208222684;36702153882.06748;2333757287859.664
2025-07-22;117482.46977767294;117482.46977767294;117482.46977767294;117482.46977767294;46344384345.39471;2337365497467.1313
2025-07-23;119955.79570607653;119955.79570607653;119955.79570607653;119955.79570607653;58939000420.94166;2387516761560.4927
2025-07-24;118629.05588130427;118629.05588130427;118629.05588130427;118629.05588130427;45225685167.61703;2359931875300.5244
2025-07-25;118354.43517438594;118354.43517438594;118354.43517438594;118354.43517438594;51940414419.3327;2354764508342.9937
2025-07-26;117540.80837085741;117540.80837085741;117540.80837085741;117540.80837085741;91617702596.10347;2338855554998.7812
2025-07-27;117959.54234360624;117959.54234360624;117959.54234360624;117959.54234360624;25145925063.881348;2346959472845.027
2025-07-28;119418.91405141471;119418.91405141471;119418.91405141471;119418.91405141471;30220402191.467663;2376524838793.0137
2025-07-29;118003.30201607826;118003.30201607826;118003.30201607826;118003.30201607826;43433742203.62158;2349472897426.4688
2025-07-30;117853.30892863822;117853.30892863822;117853.30892863822;117853.30892863822;42860287143.68828;2345126504020.1143
2025-07-31;117833.24087995925;117833.24087995925;117833.24087995925;117833.24087995925;43054424656.58649;2343717963709.7124
2025-08-01;115700.00243915782;115700.00243915782;115700.00243915782;115700.00243915782;45238249453.35885;2302199162425.1206
2025-08-02;113234.6051343189;113234.6051343189;113234.6051343189;113234.6051343189;65794680822.25255;2253609880959.403
2025-08-03;112554.90232221723;112554.90232221723;112554.90232221723;112554.90232221723;33543439044.09785;2240413983638.112
2025-08-04;114199.10966460757;114199.10966460757;114199.10966460757;114199.10966460757;24689273719.085533;2272802075267.0376
2025-08-05;115138.68613070177;115138.68613070177;115138.68613070177;115138.68613070177;32488023582.82734;2292395156144.1514
2025-08-06;114128.35408881678;114128.35408881678;114128.35408881678;114128.35408881678;37316213251.97167;2271583255077.356
2025-08-07;115022.09576830892;115022.09576830892;115022.09576830892;115022.09576830892;32052509631.058872;2289295036528.6577
2025-08-08;117463.47451085235;117463.47451085235;117463.47451085235;117463.47451085235;38289687095.00489;2337732858703.5435
2025-08-09;116688.36663186055;116688.36663186055;116688.36663186055;116688.36663186055;33017415812.97353;2323026541073.3213
2025-08-10;116510.08393213755;116510.08393213755;116510.08393213755;116510.08393213755;27638785406.21056;2318815857401.68
2025-08-10;118201.47948022683;118201.47948022683;118201.47948022683;118201.47948022683;34313355881.449596;2353123785021.9644